ville_nom,ville_departement
ARTOLSHEIM,67
ARTONGES,02
ARTONNE,63
ARTRES,59
ARTZENHEIM,68
ARUDY,64
ARUE,40
ARVERT,17
ARVEYRES,33
ARVIEU,12
ARVIEUX,05
ARVIGNA,09
ARVILLARD,73
ARVILLE,77
ARVILLE,41
ARVILLERS,80
ARX,40
ARZACQ-ARRAZIGUET,64
ARZAL,56
ARZANO,29
ARZAY,38
ARZEMBOUY,58
ARZENC-D'APCHER,48
ARZENC-DE-RANDON,48
ARZENS,11
ARZILLIERES-NEUVILLE,51
ARZON,56
ARZVILLER,57
ASASP-ARROS,64
ASCAIN,64
ASCARAT,64
ASCHBACH,67
ASCHERES-LE-MARCHE,45
ASCO,2B
ASCOU,09
ASCOUX,45
ASCROS,06
ASFELD,08
ASLONNES,86
ASNAN,58
ASNANS-BEAUVOISIN,39
ASNELLES,14
ASNIERES,27
ASNIERES-EN-BESSIN,14
ASNIERES-EN-MONTAGNE,21
ASNIERES-EN-POITOU,79
ASNIERES-LA-GIRAUD,17
ASNIERES-LES-DIJON,21
ASNIERES-SOUS-BOIS,89
ASNIERES-SUR-BLOUR,86
ASNIERES-SUR-NOUERE,16
ASNIERES-SUR-OISE,95
ASNIERES-SUR-SAONE,01
ASNIERES-SUR-SEINE,92
ASNIERES-SUR-VEGRE,72
ASNOIS,58
ASNOIS,86
ASPACH,57
ASPACH,68
ASPACH-LE-BAS,68
ASPACH-LE-HAUT,68
ASPERES,30
ASPERJOC,07
ASPET,31
ASPIN-AURE,65
ASPIN-EN-LAVEDAN,65
ASPIRAN,34
ASPREMONT,05
ASPREMONT,06
ASPRES-LES-CORPS,05
ASPRES-SUR-BUECH,05
ASPRET-SARRAT,31
ASPRIERES,12
ASQUE,65
ASQUES,82
ASQUES,33
ASQUINS,89
ASSAC,81
ASSAINVILLERS,80
ASSAIS-LES-JUMEAUX,79
ASSAS,34
ASSAT,64
ASSAY,37
ASSE-LE-BERENGER,53
ASSE-LE-BOISNE,72
ASSE-LE-RIBOUL,72
ASSENAY,10
ASSENCIERES,10
ASSENONCOURT,57
ASSERAC,44
ASSEVENT,59
ASSEVILLERS,80
ASSIER,46
ASSIEU,38
ASSIGNAN,34
ASSIGNY,18
ASSIGNY,76
ASSIS-SUR-SERRE,02
ASSON,64
ASSWILLER,67
ASTAFFORT,47
ASTAILLAC,19
ASTE,65
ASTE-BEON,64
ASTET,07
ASTILLE,53
ASTIS,64
ASTON,09
ASTUGUE,65
ATHEE,53
ATHEE,21
ATHEE-SUR-CHER,37
ATHESANS-ETROITEFONTAINE,70
ATHIE,89
ATHIE,21
ATHIENVILLE,54
ATHIES,62
ATHIES,80
ATHIES-SOUS-LAON,02
ATHIS,51
ATHIS-DE-L'ORNE,61
ATHIS-MONS,91
ATHOS-ASPIS,64
ATHOSE,25
ATTAINVILLE,95
ATTANCOURT,52
ATTENSCHWILLER,68
ATTICHES,59
ATTICHY,60
ATTIGNAT,01
ATTIGNAT-ONCIN,73
ATTIGNEVILLE,88
ATTIGNY,88
ATTIGNY,08
ATTILLONCOURT,57
ATTILLY,02
ATTIN,62
ATTON,54
ATTRAY,45
ATTRICOURT,70
ATUR,24
AUBAGNAN,40
AUBAGNE,13
AUBAINE,21
AUBAIS,30
AUBAREDE,65
AUBAS,24
AUBAZAT,43
AUBAZINES,19
AUBE,57
AUBE,61
AUBEGUIMONT,76
AUBENAS,07
AUBENAS-LES-ALPES,04
AUBENASSON,26
AUBENCHEUL-AU-BAC,59
AUBENCHEUL-AUX-BOIS,02
AUBENTON,02
AUBEPIERRE-OZOUER-LE-REPOS,77
AUBEPIERRE-SUR-AUBE,52
AUBERCHICOURT,59
AUBERCOURT,80
AUBERGENVILLE,78
AUBERIVE,51
AUBERIVE,52
AUBERIVES-EN-ROYANS,38
AUBERIVES-SUR-VAREZE,38
AUBERMESNIL-AUX-ERABLES,76
AUBERMESNIL-BEAUMAIS,76
AUBERS,59
AUBERTIN,64
AUBERVILLE,14
AUBERVILLE-LA-CAMPAGNE,76
AUBERVILLE-LA-MANUEL,76
AUBERVILLE-LA-RENAULT,76
AUBERVILLIERS,93
AUBETERRE,10
AUBETERRE-SUR-DRONNE,16
AUBEVILLE,16
AUBEVOYE,27
AUBIAC,33
AUBIAC,47
AUBIAT,63
AUBIE-ET-ESPESSAS,33
AUBIERE,63
AUBIET,32
AUBIGNAN,84
AUBIGNAS,07
AUBIGNE,35
AUBIGNE,79
AUBIGNE-RACAN,72
AUBIGNE-SUR-LAYON,49
AUBIGNOSC,04
AUBIGNY,03
AUBIGNY,14
AUBIGNY,79
AUBIGNY,80
AUBIGNY,85
AUBIGNY-AU-BAC,59
AUBIGNY-AUX-KAISNES,02
AUBIGNY-EN-ARTOIS,62
AUBIGNY-EN-LAONNOIS,02
AUBIGNY-EN-PLAINE,21
AUBIGNY-LA-RONCE,21
AUBIGNY-LES-POTHEES,08
AUBIGNY-LES-SOMBERNON,21
AUBIGNY-SUR-NERE,18
AUBILLY,51
AUBIN,64
AUBIN,12
AUBIN-SAINT-VAAST,62
AUBINGES,18
AUBONCOURT-VAUZELLES,08
AUBONNE,25
AUBORD,30
AUBOUE,54
AUBOUS,64
AUBRES,26
AUBREVILLE,55
AUBRIVES,08
AUBROMETZ,62
AUBRY-DU-HAINAUT,59
AUBRY-EN-EXMES,61
AUBRY-LE-PANTHOU,61
AUBURE,68
AUBUSSARGUES,30
AUBUSSON,23
AUBUSSON,61
AUBUSSON-D'AUVERGNE,63
AUBVILLERS,80
AUBY,59
AUCALEUC,22
AUCAMVILLE,31
AUCAMVILLE,82
AUCAZEIN,09
AUCELON,26
AUCEY-LA-PLAINE,50
AUCH,32
AUCHEL,62
AUCHONVILLERS,80
AUCHY-AU-BOIS,62
AUCHY-LA-MONTAGNE,60
AUCHY-LES-HESDIN,62
AUCHY-LES-MINES,62
AUCHY-LEZ-ORCHIES,59
AUCUN,65
AUDAUX,64
AUDELANGE,39
AUDELONCOURT,52
AUDEMBERT,62
AUDENGE,33
AUDERVILLE,50
AUDES,03
AUDEUX,25
AUDEVILLE,45
AUDIERNE,29
AUDIGNICOURT,02
AUDIGNIES,59
AUDIGNON,40
AUDIGNY,02
AUDINCOURT,25
AUDINCTHUN,62
AUDINGHEN,62
AUDON,40
AUDOUVILLE-LA-HUBERT,50
AUDREHEM,62
AUDRESSEIN,09
AUDRESSELLES,62
AUDRIEU,14
AUDRIX,24
AUDRUICQ,62
AUDUN-LE-ROMAN,54
AUDUN-LE-TICHE,57
AUENHEIM,67
AUFFARGIS,78
AUFFAY,76
AUFFERVILLE,77
AUFFREVILLE-BRASSEUIL,78
AUFLANCE,08
AUGA,64
AUGAN,56
AUGE,79
AUGE,08
AUGE,23
AUGE-SAINT-MEDARD,16
AUGEA,39
AUGER-SAINT-VINCENT,60
AUGERANS,39
AUGERES,23
AUGEROLLES,63
AUGERS-EN-BRIE,77
AUGERVILLE-LA-RIVIERE,45
AUGICOURT,70
AUGIGNAC,24
AUGIREIN,09
AUGISEY,39
AUGNAT,63
AUGNAX,32
AUGNE,87
AUGNY,57
AUGUAISE,61
AUGY,89
AUGY,02
AUGY-SUR-AUBOIS,18
AUJAC,17
AUJAC,30
AUJAN-MOURNEDE,32
AUJARGUES,30
AUJEURRES,52
AUJOLS,46
AULAN,26
AULAS,30
AULHAT-SAINT-PRIVAT,63
AULLENE,2A
AULNAT,63
AULNAY,86
AULNAY,10
AULNAY,17
AULNAY-L'AITRE,51
AULNAY-LA-RIVIERE,45
AULNAY-SOUS-BOIS,93
AULNAY-SUR-ITON,27
AULNAY-SUR-MARNE,51
AULNAY-SUR-MAULDRE,78
AULNOIS,88
AULNOIS-EN-PERTHOIS,55
AULNOIS-SOUS-LAON,02
AULNOIS-SUR-SEILLE,57
AULNOY,77
AULNOY-LEZ-VALENCIENNES,59
AULNOY-SUR-AUBE,52
AULNOYE-AYMERIES,59
AULON,65
AULON,23
AULON,31
AULOS,09
AULT,80
AULUS-LES-BAINS,09
AULX-LES-CROMARY,70
AUMAGNE,17
AUMALE,76
AUMATRE,80
AUMELAS,34
AUMENANCOURT,51
AUMERVAL,62
AUMES,34
AUMESSAS,30
AUMETZ,57
AUMEVILLE-LESTRE,50
AUMONT,80
AUMONT,39
AUMONT-AUBRAC,48
AUMONT-EN-HALATTE,60
AUMONTZEY,88
AUMUR,39
AUNAC,16
AUNAT,11
AUNAY-EN-BAZOIS,58
AUNAY-LES-BOIS,61
AUNAY-SOUS-AUNEAU,28
AUNAY-SOUS-CRECY,28
AUNAY-SUR-ODON,14
AUNEAU,28
AUNEUIL,60
AUNOU-LE-FAUCON,61
AUNOU-SUR-ORNE,61
AUPPEGARD,76
AUPS,83
AUQUAINVILLE,14
AUQUEMESNIL,76
AURADE,32
AURADOU,47
AURAGNE,31
AURAY,56
AURE,08
AUREC-SUR-LOIRE,43
AUREIL,87
AUREILHAN,65
AUREILHAN,40
AUREILLE,13
AUREL,26
AUREL,84
AURELLE-VERLAC,12
AURENSAN,32
AURENSAN,65
AUREVILLE,31
AURIAC,11
AURIAC,19
AURIAC,64
AURIAC-DU-PERIGORD,24
AURIAC-L'EGLISE,15
AURIAC-LAGAST,12
AURIAC-SUR-DROPT,47
AURIAC-SUR-VENDINELLE,31
AURIAT,23
AURIBAIL,31
AURIBEAU,84
AURIBEAU-SUR-SIAGNE,06
AURICE,40
AURIEBAT,65
AURIERES,63
AURIGNAC,31
AURILLAC,15
AURIMONT,32
AURIN,31
AURIOL,13
AURIOLLES,33
AURIONS-IDERNES,64
AURIS,38
AURONS,13
AUROS,33
AUROUER,03
AUROUX,48
AUSSAC,81
AUSSAC-VADALLE,16
AUSSEING,31
AUSSEVIELLE,64
AUSSILLON,81
AUSSOIS,73
AUSSON,31
AUSSONCE,08
AUSSONNE,31
AUSSOS,32
AUSSURUCQ,64
AUTAINVILLE,41
AUTECHAUX,25
AUTECHAUX-ROIDE,25
AUTERIVE,31
AUTERIVE,32
AUTERIVE,82
AUTERRIVE,64
AUTET,70
AUTEUIL,60
AUTEUIL,78
AUTEVIELLE-SAINT-MARTIN-BIDEREN,64
AUTHE,08
AUTHEUIL,28
AUTHEUIL,61
AUTHEUIL-AUTHOUILLET,27
AUTHEUIL-EN-VALOIS,60
AUTHEUX,80
AUTHEVERNES,27
AUTHEZAT,63
AUTHIE,80
AUTHIE,14
AUTHIEULE,80
AUTHIEUX-RATIEVILLE,76
AUTHIOU,58
AUTHOISON,70
AUTHON,04
AUTHON,41
AUTHON-DU-PERCHE,28
AUTHON-EBEON,17
AUTHON-LA-PLAINE,91
AUTHOU,27
AUTHUILLE,80
AUTHUME,39
AUTHUMES,71
AUTICHAMP,26
AUTIGNAC,34
AUTIGNY,76
AUTIGNY-LA-TOUR,88
AUTIGNY-LE-GRAND,52
AUTIGNY-LE-PETIT,52
AUTINGUES,62
AUTOIRE,46
AUTOREILLE,70
AUTOUILLET,78
AUTRAC,43
AUTRANS,38
AUTRECHE,37
AUTRECHENE,90
AUTRECHES,60
AUTRECOURT-ET-POURRON,08
AUTRECOURT-SUR-AIRE,55
AUTREMENCOURT,02
AUTREPIERRE,54
AUTREPPES,02
AUTRETOT,76
AUTREVILLE,88
AUTREVILLE,02
AUTREVILLE-SAINT-LAMBERT,55
AUTREVILLE-SUR-LA-RENNE,52
AUTREVILLE-SUR-MOSELLE,54
AUTREY,54
AUTREY,88
AUTREY-LE-VAY,70
AUTREY-LES-CERRE,70
AUTREY-LES-GRAY,70
AUTRICOURT,21
AUTRUCHE,08
AUTRUY-SUR-JUINE,45
AUTRY,08
AUTRY-ISSARDS,03
AUTRY-LE-CHATEL,45
AUTUN,71
AUTY,82
AUVARE,06
AUVE,51
AUVERNAUX,91
AUVERS,43
AUVERS,50
AUVERS-LE-HAMON,72
AUVERS-SAINT-GEORGES,91
AUVERS-SOUS-MONTFAUCON,72
AUVERS-SUR-OISE,95
AUVERSE,49
AUVET-ET-LA-CHAPELOTTE,70
AUVILLAR,82
AUVILLARS,14
AUVILLARS-SUR-SAONE,21
AUVILLERS-LES-FORGES,08
AUVILLIERS,76
AUVILLIERS-EN-GATINAIS,45
AUX MARAIS,60
AUX-AUSSAT,32
AUXAIS,50
AUXANGE,39
AUXANT,21
AUXELLES-BAS,90
AUXELLES-HAUT,90
AUXERRE,89
AUXEY-DURESSES,21
AUXI-LE-CHATEAU,62
AUXON,70
AUXON,10
AUXON-DESSOUS,25
AUXON-DESSUS,25
AUXONNE,21
AUXY,45
AUXY,71
AUZAINVILLIERS,88
AUZANCES,23
AUZAS,31
AUZAT,09
AUZAT-LA-COMBELLE,63
AUZAY,85
AUZEBOSC,76
AUZELLES,63
AUZERS,15
AUZET,04
AUZEVILLE-TOLOSANE,31
AUZIELLE,31
AUZITS,12
AUZON,43
AUZOUER-EN-TOURAINE,37
AUZOUVILLE-AUBERBOSC,76
AUZOUVILLE-L'ESNEVAL,76
AUZOUVILLE-SUR-RY,76
AUZOUVILLE-SUR-SAANE,76
AVAILLES-EN-CHATELLERAULT,86
AVAILLES-LIMOUZINE,86
AVAILLES-SUR-SEICHE,35
AVAILLES-THOUARSAIS,79
AVAJAN,65
AVALLON,89
AVANCON,05
AVANCON,08
AVANNE-AVENEY,25
AVANT-LES-MARCILLY,10
AVANT-LES-RAMERUPT,10
AVANTON,86
AVAPESSA,2B
AVARAY,41
AVAUX,08
AVEIZE,69
AVEIZIEUX,42
AVELANGES,21
AVELESGES,80
AVELIN,59
AVELUY,80
AVENAS,69
AVENAY,14
AVENAY-VAL-D'OR,51
AVENE,34
AVENSAC,32
AVENSAN,33
AVENTIGNAN,65
AVERAN,65
AVERDOINGT,62
AVERDON,41
AVERMES,03
AVERNES,95
AVERNES-SAINT-GOURGON,61
AVERNES-SOUS-EXMES,61
AVERON-BERGELLE,32
AVERTON,53
AVESNELLES,59
AVESNES,62
AVESNES-CHAUSSOY,80
AVESNES-EN-BRAY,76
AVESNES-EN-SAOSNOIS,72
AVESNES-EN-VAL,76
AVESNES-LE-COMTE,62
AVESNES-LE-SEC,59
AVESNES-LES-AUBERT,59
AVESNES-LES-BAPAUME,62
AVESNES-SUR-HELPE,59
AVESSAC,44
AVESSE,72
AVEUX,65
AVEZAC-PRAT-LAHITTE,65
AVEZAN,32
AVEZE,30
AVEZE,63
AVEZE,72
AVIERNOZ,74
AVIGNON,84
AVIGNON-LES-SAINT-CLAUDE,39
AVIGNONET,38
AVIGNONET-LAURAGAIS,31
AVILLERS,54
AVILLERS,88
AVILLERS-SAINTE-CROIX,55
AVILLEY,25
AVILLY-SAINT-LEONARD,60
AVION,62
AVIOTH,55
AVIRE,49
AVIREY-LINGEY,10
AVIRON,27
AVIRONS,974
AVIZE,51
AVOCOURT,55
AVOINE,61
AVOINE,37
AVOISE,72
AVOLSHEIM,67
AVON,77
AVON,79
AVON-LA-PEZE,10
AVON-LES-ROCHES,37
AVONDANCE,62
AVORD,18
AVOSNES,21
AVOT,21
AVOUDREY,25
AVRAINVILLE,91
AVRAINVILLE,54
AVRAINVILLE,88
AVRANCHES,50
AVRANVILLE,88
AVRECHY,60
AVREE,58
AVREMESNIL,76
AVRESSIEUX,73
AVREUIL,10
AVRICOURT,54
AVRICOURT,57
AVRICOURT,60
AVRIEUX,73
AVRIGNEY-VIREY,70
AVRIGNY,60
AVRIL,54
AVRIL-SUR-LOIRE,58
AVRILLE,49
AVRILLE,85
AVRILLE-LES-PONCEAUX,37
AVRILLY,03
AVRILLY,27
AVRILLY,61
AVROULT,62
AVY,17
AWALA-YALIMAPO,973
AWOINGT,59
AX-LES-THERMES,09
AXAT,11
AXIAT,09
AY,51
AY-SUR-MOSELLE,57
AYAT-SUR-SIOULE,63
AYDAT,63
AYDIE,64
AYDIUS,64
AYDOILLES,88
AYEN,19
AYENCOURT,80
AYETTE,62
AYGUATEBIA-TALAU,66
AYGUEMORTE-LES-GRAVES,33
AYGUESVIVES,31
AYGUETINTE,32
AYHERRE,64
AYN,73
AYNAC,46
AYRENS,15
AYRON,86
AYROS-ARBOUIX,65
AYSE,74
AYSSENES,12
AYTRE,17
AYZAC-OST,65
AYZIEU,32
AZANNES-ET-SOUMAZANNES,55
AZAS,31
AZAT-CHATENET,23
AZAT-LE-RIS,87
AZAY-LE-BRULE,79
AZAY-LE-FERRON,36
AZAY-LE-RIDEAU,37
AZAY-SUR-CHER,37
AZAY-SUR-INDRE,37
AZAY-SUR-THOUET,79
AZE,53
AZE,71
AZE,41
AZELOT,54
AZERABLES,23
AZERAILLES,54
AZERAT,24
AZERAT,43
AZEREIX,65
AZET,65
AZEVILLE,50
AZILLANET,34
AZILLE,11
AZILONE-AMPAZA,2A
AZINCOURT,62
AZOLETTE,69
AZOUDANGE,57
AZUR,40
AZY,18
AZY-LE-VIF,58
AZY-SUR-MARNE,02
AZZANA,2A
BAALON,55
BAALONS,08
BABEAU-BOULDOUX,34
BABOEUF,60
BABY,77
BACCARAT,54
BACCON,45
BACH,46
BACHANT,59
BACHAS,31
BACHIVILLERS,60
BACHOS,31
BACHY,59
BACILLY,50
BACONNES,51
BACOUEL,60
BACOUEL-SUR-SELLE,80
BACOURT,57
BACQUEPUIS,27
BACQUEVILLE,27
BACQUEVILLE-EN-CAUX,76
BADAILHAC,15
BADAROUX,48
BADECON-LE-PIN,36
BADEFOLS-D'ANS,24
BADEFOLS-SUR-DORDOGNE,24
BADEN,56
BADENS,11
BADEVEL,25
BADINIERES,38
BADMENIL-AUX-BOIS,88
BADONVILLER,54
BADONVILLIERS-GERAUVILLIERS,55
BAERENDORF,67
BAERENTHAL,57
BAFFIE,63
BAGARD,30
BAGAS,33
BAGAT-EN-QUERCY,46
BAGE-LA-VILLE,01
BAGE-LE-CHATEL,01
BAGERT,09
BAGES,11
BAGES,66
BAGIRY,31
BAGNAC-SUR-CELE,46
BAGNEAUX,89
BAGNEAUX-SUR-LOING,77
BAGNERES-DE-BIGORRE,65
BAGNERES-DE-LUCHON,31
BAGNEUX,02
BAGNEUX,03
BAGNEUX,36
BAGNEUX,92
BAGNEUX,51
BAGNEUX,54
BAGNEUX-LA-FOSSE,10
BAGNIZEAU,17
BAGNOLES,11
BAGNOLES-DE-L'ORNE,61
BAGNOLET,93
BAGNOLS,63
BAGNOLS,69
BAGNOLS-EN-FORET,83
BAGNOLS-LES-BAINS,48
BAGNOLS-SUR-CEZE,30
BAGNOT,21
BAGUER-MORVAN,35
BAGUER-PICAN,35
BAHO,66
BAHUS-SOUBIRAN,40
BAIE-MAHAULT,971
BAIGNEAUX,28
BAIGNEAUX,33
BAIGNEAUX,41
BAIGNES,70
BAIGNES-SAINTE-RADEGONDE,16
BAIGNEUX-LES-JUIFS,21
BAIGNOLET,28
BAIGTS,40
BAIGTS-DE-BEARN,64
BAILLARGUES,34
BAILLE,35
BAILLEAU-ARMENONVILLE,28
BAILLEAU-L'EVEQUE,28
BAILLEAU-LE-PIN,28
BAILLESTAVY,66
BAILLET-EN-FRANCE,95
BAILLEUL,59
BAILLEUL,61
BAILLEUL,80
BAILLEUL-AUX-CORNAILLES,62
BAILLEUL-LA-VALLEE,27
BAILLEUL-LE-SOC,60
BAILLEUL-LES-PERNES,62
BAILLEUL-NEUVILLE,76
BAILLEUL-SIR-BERTHOULT,62
BAILLEUL-SUR-THERAIN,60
BAILLEULMONT,62
BAILLEULVAL,62
BAILLEVAL,60
BAILLIF,971
BAILLOLET,76
BAILLOU,41
BAILLY,60
BAILLY,78
BAILLY-AUX-FORGES,52
BAILLY-EN-RIVIERE,76
BAILLY-LE-FRANC,10
BAILLY-ROMAINVILLIERS,77
BAIN-DE-BRETAGNE,35
BAINCTHUN,62
BAINGHEN,62
BAINS,43
BAINS-LES-BAINS,88
BAINS-SUR-OUST,35
BAINVILLE-AUX-MIROIRS,54
BAINVILLE-AUX-SAULES,88
BAINVILLE-SUR-MADON,54
BAIROLS,06
BAIS,35
BAIS,53
BAISIEUX,59
BAISSEY,52
BAIVES,59
BAIX,07
BAIXAS,66
BAIZIEUX,80
BAJAMONT,47
BAJONNETTE,32
BAJUS,62
BALACET,09
BALADOU,46
BALAGNY-SUR-THERAIN,60
BALAGUERES,09
BALAGUIER-D'OLT,12
BALAGUIER-SUR-RANCE,12
BALAISEAUX,39
BALAIVES-ET-BUTZ,08
BALAN,01
BALAN,08
BALANOD,39
BALANSUN,64
BALANZAC,17
BALARUC-LE-VIEUX,34
BALARUC-LES-BAINS,34
BALATRE,80
BALAZE,35
BALAZUC,07
BALBIGNY,42
BALBINS,38
BALBRONN,67
BALDENHEIM,67
BALDERSHEIM,68
BALEIX,64
BALESMES-SUR-MARNE,52
BALESTA,31
BALEYSSAGUES,47
BALGAU,68
BALHAM,08
BALIGNAC,82
BALIGNICOURT,10
BALINES,27
BALINGHEM,62
BALIRACQ-MAUMUSSON,64
BALIROS,64
BALIZAC,33
BALLAINVILLIERS,91
BALLAISON,74
BALLAN-MIRE,37
BALLANCOURT-SUR-ESSONNE,91
BALLANS,17
BALLAY,08
BALLEDENT,87
BALLEE,53
BALLERAY,58
BALLEROY,14
BALLERSDORF,68
BALLEVILLE,88
BALLON,72
BALLON,17
BALLONS,26
BALLORE,71
BALLOTS,53
BALLOY,77
BALMA,31
BALNOT-LA-GRANGE,10
BALNOT-SUR-LAIGNES,10
BALOGNA,2A
BALOT,21
BALSAC,12
BALSCHWILLER,68
BALSIEGES,48
BALTZENHEIM,68
BALZAC,16
BAMBECQUE,59
BAMBIDERSTROFF,57
BAN-DE-LAVELINE,88
BAN-DE-SAPT,88
BAN-SUR-MEURTHE-CLEFCY,88
BANASSAC,48
BANCA,64
BANCIGNY,02
BANCOURT,62
BANDOL,83
BANDRABOUA,976
BANDRELE,976
BANEINS,01
BANEUIL,24
BANGOR,56
BANIOS,65
BANIZE,23
BANNALEC,29
BANNANS,25
BANNAY,18
BANNAY,51
BANNAY,57
BANNE,07
BANNEGON,18
BANNES,46
BANNES,51
BANNES,52
BANNES,53
BANNEVILLE-LA-CAMPAGNE,14
BANNEVILLE-SUR-AJON,14
BANNIERES,81
BANNONCOURT,55
BANNOST-VILLEGAGNON,77
BANOGNE-RECOUVRANCE,08
BANON,04
BANOS,40
BANS,39
BANSAT,63
BANTANGES,71
BANTEUX,59
BANTHELU,95
BANTHEVILLE,55
BANTIGNY,59
BANTOUZELLE,59
BANTZENHEIM,68
BANVILLARS,90
BANVILLE,14
BANVOU,61
BANYULS-DELS-ASPRES,66
BANYULS-SUR-MER,66
BAON,89
BAONS-LE-COMTE,76
BAPAUME,62
BAR,19
BAR-LE-DUC,55
BAR-LES-BUZANCY,08
BAR-SUR-AUBE,10
BAR-SUR-SEINE,10
BARACE,49
BARAIGNE,11
BARAIZE,36
BARALLE,62
BARAQUEVILLE,12
BARASTRE,62
BARATIER,05
BARBACHEN,65
BARBAGGIO,2B
BARBAIRA,11
BARBAISE,08
BARBAS,54
BARBASTE,47
BARBATRE,85
BARBAZAN,31
BARBAZAN-DEBAT,65
BARBAZAN-DESSUS,65
BARBECHAT,44
BARBENTANE,13
BARBERAZ,73
BARBEREY-SAINT-SULPICE,10
BARBERIER,03
BARBERY,14
BARBERY,60
BARBEVILLE,14
BARBEY,77
BARBEY-SEROUX,88
BARBEZIERES,16
BARBEZIEUX-SAINT-HILAIRE,16
BARBIERES,26
BARBIREY-SUR-OUCHE,21
BARBIZON,77
BARBONNE-FAYEL,51
BARBONVILLE,54
BARBUISE,10
BARBY,08
BARBY,73
BARC,27
BARCELONNE,26
BARCELONNE-DU-GERS,32
BARCELONNETTE,04
BARCHAIN,57
BARCILLONNETTE,05
BARCUGNAN,32
BARCUS,64
BARCY,77
BARD,42
BARD-LE-REGULIER,21
BARD-LES-EPOISSES,21
BARD-LES-PESMES,70
BARDENAC,16
BARDIGUES,82
BARDOS,64
BARDOU,24
BARDOUVILLE,76
BAREGES,65
BAREILLES,65
BAREMBACH,67
BAREN,31
BARENTIN,76
BARENTON,50
BARENTON-BUGNY,02
BARENTON-CEL,02
BARENTON-SUR-SERRE,02
BARESIA-SUR-L'AIN,39
BARFLEUR,50
BARGEME,83
BARGEMON,83
BARGES,70
BARGES,21
BARGES,43
BARGNY,60
BARIE,33
BARINQUE,64
BARISEY-AU-PLAIN,54
BARISEY-LA-COTE,54
BARISIS,02
BARIZEY,71
BARJAC,48
BARJAC,09
BARJAC,30
BARJOLS,83
BARJON,21
BARJOUVILLE,28
BARLES,04
BARLEST,65
BARLEUX,80
BARLIEU,18
BARLIN,62
BARLY,62
BARLY,80
BARMAINVILLE,28
BARNAS,07
BARNAVE,26
BARNAY,71
BARNEVILLE-CARTERET,50
BARNEVILLE-LA-BERTRAN,14
BARNEVILLE-SUR-SEINE,27
BAROMESNIL,76
BARON,60
BARON,71
BARON,30
BARON,33
BARON-SUR-ODON,14
BARONVILLE,57
BAROU-EN-AUGE,14
BAROVILLE,10
BARQUET,27
BARR,67
BARRAIS-BUSSOLLES,03
BARRAN,32
BARRANCOUEU,65
BARRAS,04
BARRAUTE-CAMU,64
BARRAUX,38
BARRE,81
BARRE-DES-CEVENNES,48
BARREME,04
BARRET,16
BARRET-DE-LIOURE,26
BARRET-SUR-MEOUGE,05
BARRETAINE,39
BARRETTALI,2B
BARRIAC-LES-BOSQUETS,15
BARRO,16
BARROU,37
BARRY,65
BARRY-D'ISLEMADE,82
BARS,24
BARS,32
BARSAC,26
BARSAC,33
BARST,57
BART,25
BARTENHEIM,68
BARTHE,65
BARTHERANS,25
BARTRES,65
BARVILLE,61
BARVILLE,88
BARVILLE,27
BARVILLE-EN-GATINAIS,45
BARZAN,17
BARZUN,64
BARZY-EN-THIERACHE,02
BARZY-SUR-MARNE,02
BAS-EN-BASSET,43
BAS-ET-LEZAT,63
BAS-LIEU,59
BAS-MAUCO,40
BASCONS,40
BASCOUS,32
BASLIEUX,54
BASLIEUX-LES-FISMES,51
BASLIEUX-SOUS-CHATILLON,51
BASLY,14
BASSAC,16
BASSAN,34
BASSANNE,33
BASSE-GOULAINE,44
BASSE-HAM,57
BASSE-POINTE,972
BASSE-RENTGEN,57
BASSE-SUR-LE-RUPT,88
BASSE-TERRE,971
BASSEMBERG,67
BASSENEVILLE,14
BASSENS,33
BASSENS,73
BASSERCLES,40
BASSES,86
BASSEUX,62
BASSEVELLE,77
BASSIGNAC,15
BASSIGNAC-LE-BAS,19
BASSIGNAC-LE-HAUT,19
BASSIGNEY,70
BASSILLAC,24
BASSILLON-VAUZE,64
BASSING,57
BASSOLES-AULERS,02
BASSONCOURT,52
BASSOU,89
BASSOUES,32
BASSU,51
BASSUET,51
BASSURELS,48
BASSUSSARRY,64
BASSY,74
BASTANES,64
BASTELICA,2A
BASTELICACCIA,2A
BASTENNES,40
BASTIA,2B
BASVILLE,23
BATHELEMONT,54
BATHERNAY,26
BATILLY,54
BATILLY,61
BATILLY-EN-GATINAIS,45
BATILLY-EN-PUISAYE,45
BATS,40
BATSERE,65
BATTENANS-LES-MINES,25
BATTENANS-VARIN,25
BATTENHEIM,68
BATTEXEY,88
BATTIGNY,54
BATTRANS,70
BATZ-SUR-MER,44
BATZENDORF,67
BAUBIGNY,50
BAUBIGNY,21
BAUD,56
BAUDEMENT,51
BAUDEMONT,71
BAUDIGNAN,40
BAUDIGNECOURT,55
BAUDINARD-SUR-VERDON,83
BAUDONCOURT,70
BAUDONVILLIERS,55
BAUDRE,50
BAUDRECOURT,52
BAUDRECOURT,57
BAUDREIX,64
BAUDREMONT,55
BAUDRES,36
BAUDREVILLE,28
BAUDREVILLE,50
BAUDRICOURT,88
BAUDRIERES,71
BAUDUEN,83
BAUGE,49
BAUGY,60
BAUGY,71
BAUGY,18
BAULAY,70
BAULE,45
BAULME-LA-ROCHE,21
BAULNE,91
BAULNE-EN-BRIE,02
